stkcd,shortname,aisoftinvest,aihardinvest,aiinvesttotal,aiinvestlevel,year,AI_Intensity,AI_Amount,AI_Dummy,first_ai_year,Treat,Post,IV1,IV2,AI_Intensity_lag1,AI_Amount_lag1,AI_Dummy_lag1
2380,科远股份,17477502.29,4020370.39,21497872.68,0.0226,2011,21497872.68,16.88346458960245,1,2010,1,1,105015746.08454272,,23648793.43,16.978822696127235,1.0
2380,科远股份,18652887.76,3121485.08,21774372.84,0.022,2012,21774372.84,16.89624432437664,1,2010,1,1,109139859.98540215,,21497872.68,16.88346458960245,1.0
2380,科远股份,13936270.32,2471079.6,16407349.92,0.0153,2013,16407349.92,16.613240019200056,1,2010,1,1,115255679.49510665,,21774372.84,16.89624432437664,1.0
2380,科远股份,7204837.86,5874129.5,13078967.36,0.0104,2015,13078967.36,16.386516029323168,1,2010,1,1,140522083.91206482,,16407349.92,16.613240019200056,1.0
2380,科远智慧,3882077.23,11577262.72,15459339.95,0.0051,2020,15459339.95,16.553723970848786,1,2010,1,1,142510111.68382886,,13078967.36,16.386516029323168,1.0
2380,科远智慧,4244670.85,12632344.72,16877015.57,0.0051,2021,16877015.57,16.6414632880277,1,2010,1,1,136327382.172662,,15459339.95,16.553723970848786,1.0
2380,科远智慧,2759586.93,17307728.25,20067315.18,0.0062,2023,20067315.18,16.8146029888612,1,2010,1,1,136101505.17990837,,16877015.57,16.6414632880277,1.0
2383,合众思壮,57468309.84,43612257.31,101080567.2,0.0206,2016,101080567.2,18.431428461758536,1,2016,1,1,127443425.31747851,,,,
2383,合众思壮,131752626.6,54132264.54,185884891.2,0.0213,2018,185884891.2,19.04063818096533,1,2016,1,1,135578842.30059227,,101080567.2,18.431428461758536,1.0
2383,合众思壮,110393248.5,57026058.94,167419307.4,0.0211,2019,167419307.4,18.936012052259446,1,2016,1,1,142788275.93914923,,185884891.2,19.04063818096533,1.0
2383,合众思壮,53069855.8,50276071.14,103345926.9,0.0151,2020,103345926.9,18.453592442251466,1,2016,1,1,142510111.68382886,,167419307.4,18.936012052259446,1.0
2383,合众思壮,13015769.53,35727179.79,48742949.32,0.0098,2021,48742949.32,17.702071136130755,1,2016,1,1,136327382.172662,,103345926.9,18.453592442251466,1.0
2383,合众思壮,14175048.3,28125013.95,42300062.25,0.0093,2022,42300062.25,17.560299139287256,1,2016,1,1,127032671.78248058,,48742949.32,17.702071136130755,1.0
2383,合众思壮,23943413.24,42435624.3,66379037.54,0.0176,2023,66379037.54,18.010891879969222,1,2016,1,1,136101505.17990837,,42300062.25,17.560299139287256,1.0
2386,天原集团,3261125.56,552746727.3,556007852.9,0.0546,2010,556007852.9,20.136292977834515,1,2010,1,1,131660029.09575924,,,,
2386,天原集团,1664966.87,513108664.0,514773630.9,0.0431,2011,514773630.9,20.05923781228898,1,2010,1,1,105015746.08454272,,556007852.9,20.136292977834515,1.0
2386,天原集团,5363374.64,716892211.6,722255586.2,0.0544,2012,722255586.2,20.397889633106242,1,2010,1,1,109139859.98540215,,514773630.9,20.05923781228898,1.0
2386,天原集团,5018471.54,812597254.6,817615726.2,0.0583,2013,817615726.2,20.52190301304084,1,2010,1,1,115255679.49510665,,722255586.2,20.397889633106242,1.0
2387,黑牛食品,3362915.18,7098356.62,10461271.8,0.0011,2017,10461271.8,16.163190691798707,1,2017,1,1,122727009.01785138,,,,
2387,维信诺,43113278.88,45055315.74,88168594.62,0.0024,2018,88168594.62,18.2947613988429,1,2017,1,1,135578842.30059227,,10461271.8,16.163190691798707,1.0
2387,维信诺,53994916.47,48720782.88,102715699.4,0.0028,2019,102715699.4,18.447475539553242,1,2017,1,1,142788275.93914923,,88168594.62,18.2947613988429,1.0
2387,维信诺,74863403.62,38985490.0,113848893.6,0.003,2020,113848893.6,18.550382641160308,1,2017,1,1,142510111.68382886,,102715699.4,18.447475539553242,1.0
2387,维信诺,83454043.03,28035719.67,111489762.7,0.0029,2021,111489762.7,18.52944333926891,1,2017,1,1,136327382.172662,,113848893.6,18.550382641160308,1.0
2387,维信诺,73249881.65,19188462.92,92438344.57,0.0023,2022,92438344.57,18.34205244587148,1,2017,1,1,127032671.78248058,,111489762.7,18.52944333926891,1.0
2387,维信诺,73214673.41,12502642.67,85717316.08,0.0022,2023,85717316.08,18.26656542943308,1,2017,1,1,136101505.17990837,,92438344.57,18.34205244587148,1.0
2387,维信诺,57129800.31,8871517.25,66001317.56,0.0017,2024,66001317.56,18.005185277972956,1,2017,1,1,392510522.886506,,85717316.08,18.26656542943308,1.0
2388,新亚制程,121140.06,413586.98,534727.04,0.0008,2010,534727.04,13.189513560182771,1,2010,1,1,131660029.09575924,,,,
2388,新亚制程,140114.1,29342274.71,29482388.81,0.0468,2011,29482388.81,17.199303687467896,1,2010,1,1,105015746.08454272,,534727.04,13.189513560182771,1.0
2388,新亚制程,76715.01,17416741.2,17493456.21,0.0282,2012,17493456.21,16.677337495271253,1,2010,1,1,109139859.98540215,,29482388.81,17.199303687467896,1.0
2388,新亚制程,329255.01,10420904.13,10750159.14,0.0178,2013,10750159.14,16.190431209171177,1,2010,1,1,115255679.49510665,,17493456.21,16.677337495271253,1.0
2388,新亚制程,1989223.42,4329636.32,6318859.74,0.0073,2015,6318859.74,15.659049487215547,1,2010,1,1,140522083.91206482,,10750159.14,16.190431209171177,1.0
2388,新亚制程,2074534.61,2291743.88,4366278.49,0.0035,2016,4366278.49,15.289421829159958,1,2010,1,1,127443425.31747851,,6318859.74,15.659049487215547,1.0
2388,新亚制程,1883582.52,1748523.76,3632106.28,0.002,2017,3632106.28,15.105323555712033,1,2010,1,1,122727009.01785138,,4366278.49,15.289421829159958,1.0
2388,新亚制程,4965306.45,3482764.0,8448070.45,0.0039,2019,8448070.45,15.94944874251552,1,2010,1,1,142788275.93914923,,3632106.28,15.105323555712033,1.0
2388,新亚制程,5301001.49,3913786.99,9214788.48,0.0037,2020,9214788.48,16.036320303464276,1,2010,1,1,142510111.68382886,,8448070.45,15.94944874251552,1.0
2388,新亚制程,4151824.36,2142266.11,6294090.47,0.0028,2021,6294090.47,15.655121889389353,1,2010,1,1,136327382.172662,,9214788.48,16.036320303464276,1.0
2388,新亚制程,3354646.82,1389020.44,4743667.26,0.0019,2022,4743667.26,15.372321288884075,1,2010,1,1,127032671.78248058,,6294090.47,15.655121889389353,1.0
2388,新亚制程,1626582.66,1696723.02,3323305.68,0.0011,2023,3323305.68,15.01647083317757,1,2010,1,1,136101505.17990837,,4743667.26,15.372321288884075,1.0
2390,信邦制药,18764761.96,34675036.09,53439798.05,0.0049,2018,53439798.05,17.794066326893677,1,2018,1,1,135578842.30059227,,,,
2390,信邦制药,19873296.89,44620817.45,64494114.34,0.0062,2019,64494114.34,17.982084542565072,1,2018,1,1,142788275.93914923,,53439798.05,17.794066326893677,1.0
2390,信邦制药,25313218.24,39177697.61,64490915.85,0.0067,2020,64490915.85,17.98203494781836,1,2018,1,1,142510111.68382886,,64494114.34,17.982084542565072,1.0
2390,信邦制药,25718127.93,26237277.36,51955405.29,0.0054,2021,51955405.29,17.765896337274878,1,2018,1,1,136327382.172662,,64490915.85,17.98203494781836,1.0
2390,信邦制药,23096694.99,25664635.81,48761330.8,0.005,2022,48761330.8,17.702448175575956,1,2018,1,1,127032671.78248058,,51955405.29,17.765896337274878,1.0
2390,信邦制药,19132833.75,20116987.33,39249821.08,0.0042,2023,39249821.08,17.485457469188788,1,2018,1,1,136101505.17990837,,48761330.8,17.702448175575956,1.0
2392,北京利尔,126825.15,7694035.4,7820860.55,0.0016,2016,7820860.55,15.872305279087206,1,2016,1,1,127443425.31747851,,,,
2392,北京利尔,36022.64,5424832.99,5460855.63,0.001,2017,5460855.63,15.513116227356226,1,2016,1,1,122727009.01785138,,7820860.55,15.872305279087206,1.0
2392,北京利尔,20667.07,10623365.56,10644032.63,0.0021,2018,10644032.63,16.18051007060122,1,2016,1,1,135578842.30059227,,5460855.63,15.513116227356226,1.0
2392,北京利尔,13094.38,16087448.37,16100542.75,0.0029,2019,16100542.75,16.594363602676314,1,2016,1,1,142788275.93914923,,10644032.63,16.18051007060122,1.0
2392,北京利尔,2229528.93,28981568.0,31211096.93,0.005,2020,31211096.93,17.256284292417053,1,2016,1,1,142510111.68382886,,16100542.75,16.594363602676314,1.0
2392,北京利尔,2020180.05,28520061.1,30540241.15,0.0045,2021,30540241.15,17.23455578666897,1,2016,1,1,136327382.172662,,31211096.93,17.256284292417053,1.0
2392,北京利尔,2287416.45,30482561.54,32769977.99,0.0043,2022,32769977.99,17.30502337953961,1,2016,1,1,127032671.78248058,,30540241.15,17.23455578666897,1.0
2392,北京利尔,1921312.63,27856132.46,29777445.09,0.0035,2023,29777445.09,17.209261822308218,1,2016,1,1,136101505.17990837,,32769977.99,17.30502337953961,1.0
2393,力生制药,19588.0,1117917.91,1137505.91,0.0004,2010,1137505.91,13.944349504514067,1,2010,1,1,131660029.09575924,,,,
2393,力生制药,476773.7,2718331.08,3195104.78,0.0011,2012,3195104.78,14.977130753226936,1,2010,1,1,109139859.98540215,,1137505.91,13.944349504514067,1.0
2393,力生制药,756888.56,2369492.3,3126380.86,0.001,2013,3126380.86,14.955386938613154,1,2010,1,1,115255679.49510665,,3195104.78,14.977130753226936,1.0
2393,力生制药,945026.42,1387251.02,2332277.44,0.0007,2015,2332277.44,14.662356218981895,1,2010,1,1,140522083.91206482,,3126380.86,14.955386938613154,1.0
2393,力生制药,1764484.16,15480729.57,17245213.73,0.0049,2016,17245213.73,16.663045256000693,1,2010,1,1,127443425.31747851,,2332277.44,14.662356218981895,1.0
2393,力生制药,1721018.11,12941975.7,14662993.81,0.004,2017,14662993.81,16.500837518007028,1,2010,1,1,122727009.01785138,,17245213.73,16.663045256000693,1.0
2393,力生制药,2497795.53,11972186.61,14469982.14,0.0037,2018,14469982.14,16.487586933437672,1,2010,1,1,135578842.30059227,,14662993.81,16.500837518007028,1.0
2393,力生制药,2574445.33,12982222.02,15556667.35,0.003,2019,15556667.35,16.55999993746444,1,2010,1,1,142788275.93914923,,14469982.14,16.487586933437672,1.0
2393,力生制药,1773062.84,12837251.4,14610314.24,0.0029,2020,14610314.24,16.497238360496155,1,2010,1,1,142510111.68382886,,15556667.35,16.55999993746444,1.0
2393,力生制药,1713217.92,15658311.93,17371529.85,0.0033,2021,17371529.85,16.670343266170406,1,2010,1,1,136327382.172662,,14610314.24,16.497238360496155,1.0
2393,力生制药,1579231.37,23969085.75,25548317.12,0.0048,2022,25548317.12,17.056082045441425,1,2010,1,1,127032671.78248058,,17371529.85,16.670343266170406,1.0
2393,力生制药,1533447.29,19133801.85,20667249.14,0.0036,2023,20667249.14,16.84406088652337,1,2010,1,1,136101505.17990837,,25548317.12,17.056082045441425,1.0
2393,力生制药,5364870.5,14277709.8,19642580.3,0.0034,2024,19642580.3,16.793210283007895,1,2010,1,1,392510522.886506,,20667249.14,16.84406088652337,1.0
2394,联发股份,220022.82,32195113.04,32415135.86,0.0128,2010,32415135.86,17.29413605870171,1,2010,1,1,131660029.09575924,,,,
2394,联发股份,406798.21,44827058.39,45233856.6,0.017,2011,45233856.6,17.62735642634248,1,2010,1,1,105015746.08454272,,32415135.86,17.29413605870171,1.0
2394,联发股份,1262735.72,65256288.03,66519023.75,0.0175,2012,66519023.75,18.01299855117732,1,2010,1,1,109139859.98540215,,45233856.6,17.62735642634248,1.0
2394,联发股份,696529.73,69076783.79,69773313.52,0.0174,2013,69773313.52,18.060762181165128,1,2010,1,1,115255679.49510665,,66519023.75,18.01299855117732,1.0
2394,联发股份,476618.31,54605498.74,55082117.05,0.0128,2014,55082117.05,17.824335685152203,1,2010,1,1,221220797.47291237,,69773313.52,18.060762181165128,1.0
2394,联发股份,293285.2,41703262.26,41996547.46,0.0094,2015,41996547.46,17.55309799334691,1,2010,1,1,140522083.91206482,,55082117.05,17.824335685152203,1.0
2394,联发股份,443600.72,40910186.08,41353786.8,0.0088,2016,41353786.8,17.537674578624372,1,2010,1,1,127443425.31747851,,41996547.46,17.55309799334691,1.0
2394,联发股份,1277771.66,33267781.02,34545552.68,0.0083,2017,34545552.68,17.35778940756643,1,2010,1,1,122727009.01785138,,41353786.8,17.537674578624372,1.0
2394,联发股份,1977805.57,31352328.91,33330134.48,0.0078,2018,33330134.48,17.32197251508214,1,2010,1,1,135578842.30059227,,34545552.68,17.35778940756643,1.0
2394,联发股份,3610652.21,36832078.83,40442731.04,0.009,2019,40442731.04,17.51539750769812,1,2010,1,1,142788275.93914923,,33330134.48,17.32197251508214,1.0
2394,联发股份,1485732.71,43013038.78,44498771.49,0.0093,2020,44498771.49,17.61097216226163,1,2010,1,1,142510111.68382886,,40442731.04,17.51539750769812,1.0
2394,联发股份,1213238.99,40026144.09,41239383.08,0.0078,2021,41239383.08,17.534904281986957,1,2010,1,1,136327382.172662,,44498771.49,17.61097216226163,1.0
2394,联发股份,2467835.18,47481970.27,49949805.45,0.0085,2022,49949805.45,17.726529188176453,1,2010,1,1,127032671.78248058,,41239383.08,17.534904281986957,1.0
2394,联发股份,1802667.07,34811556.74,36614223.81,0.0059,2023,36614223.81,17.41594737887534,1,2010,1,1,136101505.17990837,,49949805.45,17.726529188176453,1.0
2395,双象股份,138000.0,578272.39,716272.39,0.0006,2015,716272.39,13.481817202673346,1,2015,1,1,140522083.91206482,,,,
2395,双象股份,106558.07,748779.81,855337.88,0.0007,2016,855337.88,13.65925302026983,1,2015,1,1,127443425.31747851,,716272.39,13.481817202673346,1.0
2395,双象股份,174463.77,1038355.62,1212819.39,0.0009,2017,1212819.39,14.008459106064011,1,2015,1,1,122727009.01785138,,855337.88,13.65925302026983,1.0
2395,双象股份,35873.75,1494831.39,1530705.14,0.0012,2018,1530705.14,14.241239716308442,1,2015,1,1,135578842.30059227,,1212819.39,14.008459106064011,1.0
2395,双象股份,189516.56,1987189.57,2176706.13,0.0016,2019,2176706.13,14.593323801998244,1,2015,1,1,142788275.93914923,,1530705.14,14.241239716308442,1.0
2395,双象股份,145968.22,1871211.25,2017179.47,0.0013,2020,2017179.47,14.517211287400778,1,2015,1,1,142510111.68382886,,2176706.13,14.593323801998244,1.0
2395,双象股份,639588.88,1563172.83,2202761.71,0.0011,2021,2202761.71,14.60522290777248,1,2015,1,1,136327382.172662,,2017179.47,14.517211287400778,1.0
2395,双象股份,569294.39,1875448.34,2444742.73,0.0012,2022,2444742.73,14.709450861491817,1,2015,1,1,127032671.78248058,,2202761.71,14.60522290777248,1.0
2395,双象股份,1171056.42,4292147.13,5463203.55,0.0024,2023,5463203.55,15.51354608947389,1,2015,1,1,136101505.17990837,,2444742.73,14.709450861491817,1.0
2396,星网锐捷,4757039.2,15470385.82,20227425.02,0.0082,2010,20227425.02,16.822549965260336,1,2010,1,1,131660029.09575924,,,,
2396,星网锐捷,5746810.02,24016897.35,29763707.37,0.0106,2011,29763707.37,17.208800369373073,1,2010,1,1,105015746.08454272,,20227425.02,16.822549965260336,1.0
2396,星网锐捷,17881187.79,26730353.36,44611541.15,0.0144,2012,44611541.15,17.61350317611016,1,2010,1,1,109139859.98540215,,29763707.37,17.208800369373073,1.0
2396,星网锐捷,3365831.79,32466515.1,35832346.89,0.0099,2013,35832346.89,17.394361615741545,1,2010,1,1,115255679.49510665,,44611541.15,17.61350317611016,1.0
2396,星网锐捷,14610723.04,48177919.14,62788642.18,0.0117,2015,62788642.18,17.955284774001903,1,2010,1,1,140522083.91206482,,35832346.89,17.394361615741545,1.0
2396,星网锐捷,11344849.62,68519348.92,79864198.54,0.0139,2016,79864198.54,18.195838244492723,1,2010,1,1,127443425.31747851,,62788642.18,17.955284774001903,1.0
2396,星网锐捷,8983561.74,101064687.4,110048249.1,0.0171,2017,110048249.1,18.516429464856213,1,2010,1,1,122727009.01785138,,79864198.54,18.195838244492723,1.0
2396,星网锐捷,6542168.68,115433859.6,121976028.3,0.0174,2018,121976028.3,18.61933510224504,1,2010,1,1,135578842.30059227,,110048249.1,18.516429464856213,1.0
2396,星网锐捷,7702605.63,113835094.4,121537700.0,0.0159,2019,121537700.0,18.615735068909235,1,2010,1,1,142788275.93914923,,121976028.3,18.61933510224504,1.0
2396,星网锐捷,23347465.59,117969681.6,141317147.2,0.0162,2020,141317147.2,18.76651720051767,1,2010,1,1,142510111.68382886,,121537700.0,18.615735068909235,1.0
2396,星网锐捷,33275665.15,115451440.4,148727105.6,0.0134,2021,148727105.6,18.817623685335306,1,2010,1,1,136327382.172662,,141317147.2,18.76651720051767,1.0
2396,星网锐捷,34296536.48,180561784.8,214858321.3,0.0149,2022,214858321.3,19.18548940283187,1,2010,1,1,127032671.78248058,,148727105.6,18.817623685335306,1.0
2396,星网锐捷,30837876.97,158864955.6,189702832.6,0.0123,2023,189702832.6,19.060969372063056,1,2010,1,1,136101505.17990837,,214858321.3,19.18548940283187,1.0
2397,梦洁家纺,421256.51,8064728.05,8485984.56,0.0062,2010,8485984.56,15.953926603116752,1,2010,1,1,131660029.09575924,,,,
2397,梦洁家纺,11705960.54,9275094.56,20981055.1,0.0134,2011,20981055.1,16.85913049808303,1,2010,1,1,105015746.08454272,,8485984.56,15.953926603116752,1.0
2397,梦洁家纺,16999948.12,14576103.69,31576051.81,0.0196,2012,31576051.81,17.267909568796185,1,2010,1,1,109139859.98540215,,20981055.1,16.85913049808303,1.0
2397,梦洁家纺,16154762.33,11508149.63,27662911.96,0.0159,2013,27662911.96,17.135603191743343,1,2010,1,1,115255679.49510665,,31576051.81,17.267909568796185,1.0
2397,梦洁家纺,15290833.21,15359499.17,30650332.38,0.0155,2015,30650332.38,17.238154097285708,1,2010,1,1,140522083.91206482,,27662911.96,17.135603191743343,1.0
2397,梦洁股份,20687418.32,23379210.84,44066629.16,0.0134,2017,44066629.16,17.60121336827165,1,2010,1,1,122727009.01785138,,30650332.38,17.238154097285708,1.0
2397,梦洁股份,25595296.88,22875267.94,48470564.82,0.0143,2018,48470564.82,17.696467281365965,1,2010,1,1,135578842.30059227,,44066629.16,17.60121336827165,1.0
2397,梦洁股份,34250995.07,20104102.16,54355097.23,0.0156,2019,54355097.23,17.811048970812056,1,2010,1,1,142788275.93914923,,48470564.82,17.696467281365965,1.0
2397,梦洁股份,30815165.61,16688294.6,47503460.21,0.014,2020,47503460.21,17.676313133929103,1,2010,1,1,142510111.68382886,,54355097.23,17.811048970812056,1.0
2397,梦洁股份,33231379.19,12216425.4,45447804.59,0.0133,2021,45447804.59,17.63207509557397,1,2010,1,1,136327382.172662,,47503460.21,17.676313133929103,1.0
2397,梦洁股份,32540098.22,10552885.61,43092983.83,0.0156,2022,43092983.83,17.578870776861123,1,2010,1,1,127032671.78248058,,45447804.59,17.63207509557397,1.0
2397,梦洁股份,37883808.55,10922033.32,48805841.87,0.0185,2023,48805841.87,17.70336059459882,1,2010,1,1,136101505.17990837,,43092983.83,17.578870776861123,1.0
2398,建研集团,1163232.81,8535350.03,9698582.84,0.0072,2010,9698582.84,16.087490436938886,1,2010,1,1,131660029.09575924,,,,
2398,建研集团,1409705.82,11344218.45,12753924.27,0.0086,2011,12753924.27,16.361349646501942,1,2010,1,1,105015746.08454272,,9698582.84,16.087490436938886,1.0
2398,建研集团,1587315.56,13076593.01,14663908.57,0.0075,2012,14663908.57,16.50089990167961,1,2010,1,1,109139859.98540215,,12753924.27,16.361349646501942,1.0
2398,建研集团,2010429.97,12906866.15,14917296.12,0.0064,2013,14917296.12,16.51803197815182,1,2010,1,1,115255679.49510665,,14663908.57,16.50089990167961,1.0
2398,建研集团,1100578.93,6936273.45,8036852.38,0.003,2016,8036852.38,15.899548193902904,1,2010,1,1,127443425.31747851,,14917296.12,16.51803197815182,1.0
2398,建研集团,1161269.11,7685657.68,8846926.79,0.0028,2017,8846926.79,15.99558081434337,1,2010,1,1,122727009.01785138,,8036852.38,15.899548193902904,1.0
2398,建研集团,763119.31,7799985.01,8563104.32,0.0023,2018,8563104.32,15.962973453360462,1,2010,1,1,135578842.30059227,,8846926.79,15.99558081434337,1.0
2398,垒知集团,959897.21,8119550.3,9079447.51,0.002,2019,9079447.51,16.02152401194878,1,2010,1,1,142788275.93914923,,8563104.32,15.962973453360462,1.0
2398,垒知集团,874826.17,10364648.35,11239474.52,0.0021,2020,11239474.52,16.23494273941941,1,2010,1,1,142510111.68382886,,9079447.51,16.02152401194878,1.0
2398,垒知集团,1429169.94,15884095.24,17313265.18,0.0027,2021,17313265.18,16.666983596817044,1,2010,1,1,136327382.172662,,11239474.52,16.23494273941941,1.0
2398,垒知集团,3361422.47,13037194.92,16398617.39,0.0025,2023,16398617.39,16.612707644733465,1,2010,1,1,136101505.17990837,,17313265.18,16.666983596817044,1.0
2401,交技发展,11168.75,1619274.56,1625399.56,0.0023,2010,1625399.56,14.30126484183176,1,2010,1,1,131660029.09575924,,,,
2401,中海科技,3449541.42,4772213.35,8221754.77,0.0105,2011,8221754.77,15.922294341547303,1,2010,1,1,105015746.08454272,,1625399.56,14.30126484183176,1.0
2402,和而泰,871035.65,832388.93,1703424.58,0.0019,2010,1703424.58,14.348151828601138,1,2010,1,1,131660029.09575924,,,,
2402,和而泰,5103414.06,3579107.82,8682521.88,0.0095,2011,8682521.88,15.976822698782613,1,2010,1,1,105015746.08454272,,1703424.58,14.348151828601138,1.0
2402,和而泰,5916405.22,8733699.97,14650105.19,0.0155,2012,14650105.19,16.499958141865243,1,2010,1,1,109139859.98540215,,8682521.88,15.976822698782613,1.0
2402,和而泰,7416941.89,7941645.24,15358587.13,0.0148,2013,15358587.13,16.547185362839233,1,2010,1,1,115255679.49510665,,14650105.19,16.499958141865243,1.0
2402,和而泰,4770647.35,7431226.68,12201874.03,0.0087,2015,12201874.03,16.31710018887784,1,2010,1,1,140522083.91206482,,15358587.13,16.547185362839233,1.0
2402,和而泰,4026277.43,8618547.2,12644824.63,0.0079,2016,12644824.63,16.35275864835095,1,2010,1,1,127443425.31747851,,12201874.03,16.31710018887784,1.0
2402,和而泰,3113417.62,12095547.58,15208965.2,0.0072,2017,15208965.2,16.537395693483703,1,2010,1,1,122727009.01785138,,12644824.63,16.35275864835095,1.0
2402,和而泰,4061928.7,18729365.29,22791293.99,0.0063,2018,22791293.99,16.941889222336783,1,2010,1,1,135578842.30059227,,15208965.2,16.537395693483703,1.0
2402,和而泰,3099398.89,34592173.88,37691572.77,0.0083,2019,37691572.77,17.444947120009676,1,2010,1,1,142788275.93914923,,22791293.99,16.941889222336783,1.0
2402,和而泰,2543858.67,35844857.28,38388715.95,0.0062,2020,38388715.95,17.463274144954546,1,2010,1,1,142510111.68382886,,37691572.77,17.444947120009676,1.0
2402,和而泰,4438309.66,52723984.55,57162294.21,0.008,2021,57162294.21,17.861405064348546,1,2010,1,1,136327382.172662,,38388715.95,17.463274144954546,1.0
2402,和而泰,4582892.11,50638601.98,55221494.09,0.0065,2022,55221494.09,17.826862839253685,1,2010,1,1,127032671.78248058,,57162294.21,17.861405064348546,1.0
2402,和而泰,7848784.84,67874203.91,75722988.75,0.0076,2023,75722988.75,18.142592367810117,1,2010,1,1,136101505.17990837,,55221494.09,17.826862839253685,1.0
2403,爱仕达,4625701.75,13672001.89,18297703.64,0.0067,2015,18297703.64,16.722286180436512,1,2015,1,1,140522083.91206482,,,,
2403,爱仕达,7743480.05,18526973.13,26270453.18,0.0076,2016,26270453.18,17.083955450434996,1,2015,1,1,127443425.31747851,,18297703.64,16.722286180436512,1.0
2403,爱仕达,6616996.09,19361988.29,25978984.38,0.006,2017,25978984.38,17.0727985145565,1,2015,1,1,122727009.01785138,,26270453.18,17.083955450434996,1.0
2403,爱仕达,4928536.94,26218031.85,31146568.79,0.0067,2018,31146568.79,17.25421467803306,1,2015,1,1,135578842.30059227,,25978984.38,17.0727985145565,1.0
2403,爱仕达,3318974.62,27989240.45,31308215.07,0.006,2019,31308215.07,17.259391115313996,1,2015,1,1,142788275.93914923,,31146568.79,17.25421467803306,1.0
2403,爱仕达,36928247.08,28886972.36,65815219.44,0.0119,2020,65815219.44,18.002361683224475,1,2015,1,1,142510111.68382886,,31308215.07,17.259391115313996,1.0
2403,爱仕达,42726589.37,31329669.93,74056259.3,0.0126,2021,74056259.3,18.120335636630646,1,2015,1,1,136327382.172662,,65815219.44,18.002361683224475,1.0
2403,爱仕达,53169125.89,24416112.47,77585238.36,0.0149,2022,77585238.36,18.1668877526274,1,2015,1,1,127032671.78248058,,74056259.3,18.120335636630646,1.0
2403,爱仕达,50716520.36,27304924.88,78021445.24,0.0166,2023,78021445.24,18.17249429865642,1,2015,1,1,136101505.17990837,,77585238.36,18.1668877526274,1.0
2404,嘉欣丝绸,42636.58,9754579.61,9797216.19,0.0068,2010,9797216.19,16.097608943112387,1,2010,1,1,131660029.09575924,,,,
2404,嘉欣丝绸,504887.33,9016197.75,9521085.08,0.0062,2011,9521085.08,16.069019484294074,1,2010,1,1,105015746.08454272,,9797216.19,16.097608943112387,1.0
2404,嘉欣丝绸,874217.24,8619863.59,9494080.83,0.0059,2012,9494080.83,16.066179197184127,1,2010,1,1,109139859.98540215,,9521085.08,16.069019484294074,1.0
2404,嘉欣丝绸,1222282.94,7862017.46,9084300.4,0.0053,2013,9084300.4,16.022058360873373,1,2010,1,1,115255679.49510665,,9494080.83,16.066179197184127,1.0
2404,嘉欣丝绸,2477454.34,5828818.21,8306272.55,0.0027,2018,8306272.55,15.932521636654121,1,2010,1,1,135578842.30059227,,9084300.4,16.022058360873373,1.0
2404,嘉欣丝绸,2790963.64,6019896.05,8810859.69,0.0029,2019,8810859.69,15.991495687805703,1,2010,1,1,142788275.93914923,,8306272.55,15.932521636654121,1.0
2404,嘉欣丝绸,2204634.82,5990118.26,8194753.08,0.0027,2020,8194753.08,15.919004761168008,1,2010,1,1,142510111.68382886,,8810859.69,15.991495687805703,1.0
2404,嘉欣丝绸,3709859.57,5946550.16,9656409.73,0.0025,2021,9656409.73,16.083132577101757,1,2010,1,1,136327382.172662,,8194753.08,15.919004761168008,1.0
2404,嘉欣丝绸,4276615.21,5959015.54,10235630.75,0.003,2022,10235630.75,16.14138549964749,1,2010,1,1,127032671.78248058,,9656409.73,16.083132577101757,1.0
2404,嘉欣丝绸,5481558.34,6446064.93,11927623.27,0.0034,2023,11927623.27,16.294367635098254,1,2010,1,1,136101505.17990837,,10235630.75,16.14138549964749,1.0
2405,四维图新,46008344.32,36181585.52,82189929.84,0.0359,2010,82189929.84,18.22454335665943,1,2010,1,1,131660029.09575924,,,,
2405,四维图新,45824497.01,57436222.87,103260719.9,0.039,2011,103260719.9,18.452767618797566,1,2010,1,1,105015746.08454272,,82189929.84,18.22454335665943,1.0
2405,四维图新,102359599.2,71921005.67,174280604.9,0.0583,2013,174280604.9,18.976177235796868,1,2010,1,1,115255679.49510665,,103260719.9,18.452767618797566,1.0
2405,四维图新,125181621.7,88017309.81,213198931.5,0.0517,2016,213198931.5,19.177736243207782,1,2010,1,1,127443425.31747851,,174280604.9,18.976177235796868,1.0
2405,四维图新,118498150.0,110863224.3,229361374.3,0.0234,2017,229361374.3,19.250809375771848,1,2010,1,1,122727009.01785138,,213198931.5,19.177736243207782,1.0
2405,四维图新,198341149.9,139101948.1,337443098.0,0.0366,2018,337443098.0,19.636907458507476,1,2010,1,1,135578842.30059227,,229361374.3,19.250809375771848,1.0
2405,四维图新,165425012.4,171923133.2,337348145.7,0.0373,2019,337348145.7,19.636626031321715,1,2010,1,1,142788275.93914923,,337443098.0,19.636907458507476,1.0
2405,四维图新,199127237.3,170274735.1,369401972.3,0.0401,2020,369401972.3,19.72739596762094,1,2010,1,1,142510111.68382886,,337348145.7,19.636626031321715,1.0
2405,四维图新,455724206.8,180758529.5,636482736.3,0.0439,2021,636482736.3,20.27146785430565,1,2010,1,1,136327382.172662,,369401972.3,19.72739596762094,1.0
